iata_code,icao_code,name,country
,MFA,"Martyn Fiddler Associates","United Kingdom"
,MVN,"Marvin Limited","United Kingdom"
,TRP,"Maryland State Police","United States"
,MTH,"Massachusetts Institute of Technology","United States"
,MSY,"Massey University School of Aviation","New Zealand"
,MSW,"Master Airways",Serbia
,MPL,"Master Planner","United States"
,LMJ,Masterjet,Portugal
,MIA,Mauria,Mauritania
,MNV,"Mauritanienne Aerienne Et Navale",Mauritania
,MRF,"Mauritanienne Air Fret",Mauritania
,MWY,"Mauritanienne Airways",Mauritania
,MDE,"Mauritanienne De Transport Aerien",Mauritania
,MVR,"Maverick Airways","United States"
H5,MVL,"Mavial Magadan Airlines",Russia
,MAI,"Max Avia",Kyrgyzstan
,MAX,Max-Aviation,Canada
8M,MXL,Maxair,Sweden
,MXU,"Maximus Air Cargo","United Arab Emirates"
MY,MXJ,"Maxjet Airways","United States"
,MXP,"May Air Xpress","United States"
MW,MYD,"Maya Island Air",Belize
7M,MYI,Mayair,Mexico
,MBS,"Mbach Air",Malawi
,MCH,"McAlpine Helicopters","United Kingdom"
,MKL,"McCall Aviation","United States"
,DAC,"McDonnell Douglas","United States"
,MDS,"McNeely Charter Services","United States"
,MEK,"Med-Trans of Florida","United States"
,MDM,Medavia,Malta
,MRZ,"Medical Air Rescue Services",Zimbabwe
,MCL,"Medical Aviation Services","United Kingdom"
,MDF,"Mediterranean Air Freight",Greece
,MDY,"Mediterranean Airways",Egypt
,MEJ,"Medjet International","United States"
,MGK,Mega,Kazakhstan
,MEL,"Mega Linhas Aéreas",Brazil
M8,MKN,"Mekong Airlines",Cambodia
IM,MNJ,Menajet,Lebanon
,MXX,"Merchant Express Aviation",Nigeria
,MEC,"Mercury Aircourier Service","United States"
,POV,Meridian,Ukraine
,MRD,"Meridian Air Cargo","United States"
,MHL,"Meridian Airlines",Nigeria
,DSL,"Meridian Aviation","United Kingdom"
,MEM,"Meridian Limited",Ukraine
IG,ISS,Meridiana,Italy
,MEI,"Merlin Airways","United States"
MZ,MNA,"Merpati Nusantara Airlines",Indonesia
YV,ASH,"Mesa Airlines","United States"
XJ,MES,"Mesaba Airlines","United States"
,MSQ,"Meta Linhas Aéreas",Brazil
,MET,"Meteorological Research Flight","United Kingdom"
,MER,"Methow Aviation","United States"
,MVI,"Metro Business Aviation","United Kingdom"
,MEX,"Metro Express","United States"
,MTR,Metroflight,"United States"
,MTJ,Metrojet,"Hong Kong"
,PIX,"Metropix UK","United Kingdom"
,MPS,Metropolis,Netherlands
,MXB,"Mex Blue",Mexico
,MJT,Mex-Jet,Mexico
MX,MXA,"Mexicana de Aviación",Mexico
,MXT,"México Transportes Aéreos",Mexico
,HUR,"Miami Air Charter","United States"
LL,BSK,"Miami Air International","United States"
,OWL,"Miami Valley Aviation","United States"
,MPT,Miapet-Avia,Armenia
,BIB,"Michelin Air Services",France
,WIZ,"Micromatter Technology Solutions","United Kingdom"
,NYL,"Mid Airlines",Sudan
,MPA,"Mid-Pacific Airlines","United States"
,MJR,"Midamerica Jet","United States"
ME,MEA,"Middle East Airlines",Lebanon
,MID,"Midland Airport Services","United Kingdom"
,MFR,"Midline Air Freight","United States"
,MIS,"Midstate Airlines","United States"
JI,MDW,"Midway Airlines (1993–2003)","United States"
,FAX,"Midwest Air Freighters","United States"
YX,MEP,"Midwest Airlines","United States"
MY,MWA,"Midwest Airlines (Egypt)",Egypt
,NIT,"Midwest Aviation","United States"
,MWT,"Midwest Aviation Division","United States"
,HTE,"Midwest Helicopters De Mexico",Mexico
MJ,MLR,"Mihin Lanka","Sri Lanka"
,MAB,Millardair,Canada
,RJM,"Millen Corporation","United Kingdom"
,MLK,"Millennium Air",Nigeria
,DLK,"Millennium Airlines","Sri Lanka"
,MFS,"Miller Flying Services","United States"
,OXO,"Million Air","United States"
,MIM,Mimino,Russia
,NAB,"Mina Airline Company",Egypt
,OMR,Minair,"Central African Republic"
,EBE,"Minebea Technologies","United States"
,MAZ,"Mines Air Services Zambia",Zambia
,MNL,Miniliner,Italy
,MNS,"Ministic Air",Canada
,WDG,"Ministry of Agriculture, Fisheries and Food","United Kingdom"
,LIR,"Minsk Aircraft Overhaul Plant",Belarus
,MIC,"Mint Airways",Spain
,MIR,"Miramichi Air Service",Canada
,MIF,Miras,Kazakhstan
,MOS,"Misr Overseas Airways",Egypt
,MAF,"Mission Aviation Fellowship",Indonesia
,MRN,"Missions Gouvernemtales Francaises",France
,BDG,"Mississippi State University","United States"
,MVA,"Mississippi Valley Airways","United States"
M4,MSA,"Mistral Air",Italy
,MBO,"Mobil Oil",Canada
,MXE,"Mocambique Expresso",Mozambique
,MFZ,"Mofaz Air",Malaysia
,MOW,"Mohawk Airlines","United States"
MW,MUL,"Mokulele Airlines","United States"
,MLE,Moldaeroservice,Moldova
2M,MDV,"Moldavian Airlines",Moldova
,MVG,Moldova,Moldova
,RRV,"Mombasa Air Safari",Kenya
ZB,MON,"Monarch Airlines","United Kingdom"
,MNH,"Monarch Airlines","United States"
,MFC,"Moncton Flying Club",Canada
,MDB,"Monde Air Charters","United Kingdom"
,MTI,"Monerrey Air Taxi",Mexico
,MKY,"Monky Aerotaxis",Mexico
YM,MGX,"Montenegro Airlines",Montenegro
5M,MNT,"Montserrat Airways",Montserrat
,MNY,"Mooney Aircraft Corporation","United States"
,MAL,"Morningstar Air Express",Canada
,MSS,"Morris Air Service","United States"
,MRO,"Morrison Flying Service","United States"
3R,GAI,"Moskovia Airlines",Russia
,MPI,"Mosphil Aero",Philippines
M9,MSI,"Motor Sich",Ukraine
NM,NZM,"Mount Cook Airline","New Zealand"
,MTN,"Mountain Air Cargo","United States"
N4,MTC,"Mountain Air Company","Sierra Leone"
,PKP,"Mountain Air Express","United States"
,BRR,"Mountain Air Service","United States"
,MBI,"Mountain Bird","United States"
,MHA,"Mountain High Aviation","United States"
,MPC,"Mountain Pacific Air",Canada
,MTV,"Mountain Valley Air Service","United States"
,MDN,"Mudan Airlines","Somali Republic"
,MTX,"Multi Taxi",Mexico
,WBR,Multi-Aero,"United States"
,MFT,Multiflight,
,MNZ,"Murmansk Aircompany",Russia
,MUA,"Murray Air","United States"
,MMR,"Musrata Air Transport",Libya
,MAW,"Mustique Airways",Barbados
,MYW,"MyWay Airlines",Georgia
VZ,MYT,"MyTravel Airways","United Kingdom"
UB,UBA,"Myanma Airways",Myanmar
8M,MMA,"Myanmar Airways International",Myanmar
,MAV,"Minoan Air",Greece
,MYA,Myflug,Iceland
,VKG,"MyTravel Airways",Denmark
M2,MHV,"MHS Aviation GmbH",Germany
ZT,AWC,"Titan Airways","United Kingdom"
,MTU,"Middle Tennessee State University","United States"
,NAK,"École Nationale de l'Aviation Civile",France
,NSR,"Nine Star Airways",Thailand
,NEW,"Northeastern Aviation","United States"
,SIQ,"National Center for Atmospheric Research","United States"
,NEJ,"Netjets Business Aviation",China
,NHV,"NHV Aviation",Ghana
,NHC,"Northern Helicopter",Germany
,DMD,"Namdeb Diamond Corporation",Namibia
6N,NIN,"Niger Airlines",Niger
N5,FEY,"Fly Easy",India
,NUB,"Nomad Aviation",Malta
,NJA,"New Japan Aviation",Japan
,ROW,"Nor Aviation",Norway
,NLG,"NEL Cargo","Ivory Coast"
,NHG,"NHT Linhas Aéreas",Brazil
,WAR,"NZ Warbirds Association","New Zealand"
,ANL,"Nacoia Lda",Angola
,NHZ,"Nada Air Service",Chad
,NAH,"Nahanni Air Services Ltd",Canada
,NKL,"Nakheel Aviation","United Arab Emirates"
,MRE,"Namibia Commercial Aviation",Namibia
,NDF,"Namibian Defence Force",Namibia
,CNJ,"Nanjing Airlines",China
DV,ACK,"Nantucket Airlines","United States"
,NYA,"Nanyah Aviation",Israel
,NAP,"Napier Air Service Inc","United States"
,NCM,"Nas Air",Angola
UE,NAS,Nasair,Eritrea
,NJC,"Nashville Jet Charters","United States"
,NCO,"Natalco Air Lines","São Tomé and Príncipe"
,NTK,"National Air Traffic Controllers Association","United States"
,RFI,"National Air Traffic Services","United Kingdom"
,NAN,"National Airlines","United States"
N4,NCN,"National Airlines",Chile
N7,ROK,"National Airlines","United States"
NA,NAL,"National Airlines","United States"
N8,NCR,"National Air Cargo dba National Airlines","United States"
IN,NIH,"NAM Air",Indonesia
,KUS,"National Airlines","South Africa"
,LFI,"National Airways Corporation","South Africa"
,GTY,"National Aviation Company",Egypt
,TNC,"National Aviation Consultants",Canada
,NXT,"National Express","United States"
,GRD,"National Grid plc","United Kingdom"
,JTE,"National Jet Express",Australia
,AND,"National Jet Service","United States"
NC,NJS,"National Jet Systems",Australia
,NOL,"National Overseas Airlines Company",Egypt
,NLS,"Nationale Luchtvaartschool",Netherlands
,NAE,"Nations Air Express Inc","United States"
CE,NTW,"Nationwide Airlines","South Africa"
,NWZ,"Nationwide Airlines (Zambia)",Zambia
,EVM,"Natural Environment Research Council","United Kingdom"
,NRR,Natureair,"Costa Rica"
,NRK,"Naturelink Charter","South Africa"
,NVC,"Nav Canada",Canada
,NAV,"Nav Flight Planning","Czech Republic"
,NVP,"Navegacao Aérea De Portugal",Portugal
,NAY,"Navegación Servicios Aéreos Canarios S.A.",Spain
,IRI,Navid,Iran
,NVM,"Naviera Mexicana",Mexico
,NVL,"Navigator Airlines",Armenia
,XNV,"Navinc Airlines Services","United States"
,XNS,"Navtech System Support",Canada
,NZA,"Nayzak Air Transport",Libya
,NEB,"State of Nebraska","United States"
,NEC,"Necon Air",Nepal
,NCG,"Nederlandse Kustwacht",Netherlands
,NFT,"Nefteyugansk Aviation Division",Russia
,NLA,"Neiltown Air",Canada
,NLC,"Nelair Charters","South Africa"
,CGE,"Nelson Aviation College","New Zealand"
RA,RNA,"Nepal Airlines",Nepal
NO,NOS,Neos,Italy
,TOX,"Neosiam Airways",Thailand
,NSL,Neric,"United Kingdom"
1I,EJA,NetJets,"United States"
,NET,"Network Aviation Services",Nigeria
,NEZ,"New England Air Express","United States"
EJ,NEA,"New England Airlines","United States"
,NHT,"New Heights 291","South Africa"
,NWD,"New World Jet Corporation","United States"
,NYH,"New York Helicopter","United States"
,GRY,"New York State Police","United States"
,KRC,"Royal New Zealand Air Force","New Zealand"
,HVA,Newair,"United States"
,NLT,"Newfoundland Labrador Air Transport",Canada
2N,NTJ,NextJet,Sweden
,NXF,"Nextflight Aviation","United States"
,NXS,"Nexus Aviation",Nigeria
,NIS,"Nicaragüense de Aviación",Nicaragua
,NGA,"Nigeria Airways",Nigeria
,NGR,"Nigerian Air Force",Nigeria
,NGX,"Nigerian Global",Nigeria
,EXT,"Night Express",Germany
HG,NLY,Niki,Austria
,NKV,Nikolaev-Air,Ukraine
,NSA,"Nile Safaris Aviation",Sudan
,NLW,"Nile Wings Aviation Services",Sudan
,NBS,"Nimbus Aviation","United Kingdom"
KZ,NCA,"Nippon Cargo Airlines",Japan
,NVK,Nizhnevartovskavia,Russia
,SRG,"Search and Rescue 202","United Kingdom"
,SRD,"Search and Rescue 22","United Kingdom"
,NOH,"No. 32 (The Royal) Squadron","United Kingdom"
,AKG,"No. 84 Squadron RAF","United Kingdom"
,NBL,"Nobil Air",Moldova
DD,NOK,"Nok Air",Thailand
XW,NCT,NokScoot,Thailand
,NRL,"Nolinor Aviation",Canada
,NMD,"Nomad Aviation",Namibia
,NOC,Norcopter,Norway
,NEF,Nord-Flyg,Sweden
5N,AUL,Nordavia,Russia
JH,NES,"Nordeste Linhas Aéreas Regionais",Brazil
6N,NRD,"Nordic Regional",Sweden
Y7,TYA,NordStar,Russia
,NDS,"Nordstree (Australia)",Australia
N4,NWS,"Nordwind Airlines",Russia
,NRT,Norestair,Spain
,NCF,"Norfolk County Flight College","United Kingdom"
,FNA,Norlandair,Iceland
,NOA,Norontair,Canada
,HMF,Norrlandsflyg,Sweden
,NRX,"Norse Air Charter","South Africa"
,NIR,"Norsk Flytjeneste",Norway
,NOR,"Norsk Helikopter",Norway
,DOC,"Norsk Luftambulanse",Norway
,RTV,Nortavia,Portugal
,NAI,"North Adria Aviation",Croatia
NA,NAO,"North American Airlines","United States"
,HMR,"North American Charters",Canada
,NAJ,"North American Jet Charter Group","United States"
,NAT,"North Atlantic Air Inc","United States"
,NFC,"North Atlantic Cargo",Norway
,NBN,"North British Airlines","United Kingdom"
,NCB,"North Caribou Flying Service Ltd",Canada
N/A,N/A,"North Coast Air Services Ltd",Canada
M3,NFA,"North Flying",Denmark
,NRC,"North Sea Airways",Netherlands
,SBX,"North Star Air Cargo","United States"
,NRV,"North Vancouver Airlines",Canada
,NWW,"North West Airlines",Australia
,PTO,"North West Geomatics",Canada
,NEN,"North-East Airlines",Nigeria
,VBG,"North-West Air Transport Company - Vyborg",Russia
HW,NWL,"North-Wright Airways",Canada
,NLL,"Northafrican Air Transport",Libya
,NFL,"Northaire Freight Lines","United States"
,NSF,"Northamptonshire School of Flying","United Kingdom"
,NCE,"Northcoast Executive Airlines","United States"
,NEE,"Northeast Airlines","United States"
,NPX,"Northeast Aviation","United States"
NC,NAC,"Northern Air Cargo","United States"
,NDA,"Northern Airways","United States"
,CMU,"Northern Aviation Service",Thailand
,NEX,"Northern Executive Aviation","United Kingdom"
,NIC,"Northern Illinois Commuter","United States"
,NTX,"Northern Jet Management","United States"
,NTA,"Northern Thunderbird Air",Canada
,KOE,"Northland Aviation","United States"
,NSS,"Northstar Aviation","United States"
,NHL,"Northumbria Helicopters","United Kingdom"
,NWE,"Northwest Aero Associates","United States"
NW,NWA,"Northwest Airlines","United States"
FY,NWR,"Northwest Regional Airlines",Australia
,NWT,"Northwest Territorial Airways",Canada
J3,PLR,"Northwestern Air",Canada
,NWN,"Northwinds Northern",Canada
,NAM,"Nortland Air Manitoba",Canada
DY,NAX,"Norwegian Air Shuttle",Norway
DN,NAA,"Norwegian Air Argentina",Argentina
DU,NLH,"Norwegian Long Haul",Norway
,TFN,"Norwegian Aviation College",Norway
,XNT,"Notams International","United States"
BJ,LBT,"Nouvel Air Tunisie",Tunisia
O9,NOV,"Nova Airline",Sudan
,PTR,"Nova Scotia Department of Lands and Forests",Canada
1I,NVR,Novair,Sweden
VQ,NVQ,"Novo Air",Bangladesh
,NVG,"Novogorod Air Enterprise",Russia
,NSP,"Novosibirsk Aircraft Repairing Plant",Russia
,NBE,"Novosibirsk Aviaenterprise",Russia
,NPO,"Novosibirsk Aviation Production Association",Russia
,NOY,"Noy Aviation",Israel
,NHR,"Nuevo Horizonte Internacional",Mexico
,NUN,"Nunasi-Central Airlines",Canada
,NYS,"Nyasa Express",Malawi
1I,NJE,"NetJets Europe",Portugal
,ORN,"Orange Air","United States"
IP,ONS,"One Airlines",Chile
,FET,"Old Dominion Freight Lines","United States"
UQ,OCM,"O'Connor Airlines",Australia
,DRL,"Omni Air Transport","United States"
,OWE,Owenair,"South Africa"
,JPA,OSACOM,"United States"
O8,OHK,"Oasis Hong Kong Airlines","Hong Kong"
,BCN,"Ocean Air",Mauritania
VC,VCX,"Ocean Airlines",Italy
,OCS,"Ocean Sky UK","United Kingdom"
,TUK,"Ocean Wings Commuter Service","United States"
,ODS,"Odessa Airlines",Ukraine
,FOC,"Office Federal De'Aviation Civile",Switzerland
,GBO,"Ogooue Air Cargo",Gabon
,OKJ,"Okada Airlines",Nigeria
,OKP,"Okapi Airways","Democratic Republic of Congo"
,OKA,"Okay Airways",China
,OKL,"Oklahoma Department of Public Safety","United States"
,OLX,"Olimex Aerotaxi","Czech Republic"
,KVK,"Olimp Air",Kazakhstan
OA,OAL,"Olympic Air",Greece
,OLY,"Olympic Aviation",Greece
WY,OMA,"Oman Air",Oman
,ORF,"Oman Royal Flight",Oman
OV,OMS,SalamAir,Oman
,OAV,"Omni - Aviacao e Tecnologia",Portugal
OY,OAE,"Omni Air International","United States"
,OMF,Omniflys,Mexico
,ORL,"On Air Limited",Canada
,OTG,"One Two Go Airlines",Thailand
,OTM,"Onetime Airlines Zambia",Zambia
,MED,"Ontario Ministry of Health",Canada
8Q,OHY,"Onur Air",Turkey
,OPA,"Opal Air",Australia
,OSA,"Open Sky Aviation",Lebanon
,BOS,OpenSkies,"United Kingdom"
,ORR,"Operadora Turistica Aurora",Mexico
,OLE,"Operadora de Lineas Ejecutivas",Mexico
,OTP,"Operadora de Transportes Aéreos",Mexico
,OPV,"Operadora de Veulos Ejectutivos",Mexico
,LLO,"Operation Enduring Freedom",Canada
,OAX,"Operational Aviation Services",Australia
,ORD,"Orange Air Services","Sierra Leone"
,ORJ,"Orange Air Sierra Leone","Sierra Leone"
,ORE,"Orange Aviation",Israel
,ORX,"Orbit Express Airlines",Turkey
,ORK,"Orca Air",Egypt
,BUE,"Orebro Aviation",Sweden
,ORM,"Orel State Air Enterprise",Russia
R2,ORB,"Orenburg Airlines",Russia
,OML,"Organizacoes Mambra",Angola
,OVV,"Orient Air","Syrian Arab Republic"
,OTR,"Orient Airlines",Sudan
OX,OEA,"Orient Thai Airlines",Thailand
,NGK,"Oriental Air Bridge",Japan
,OAC,"Oriental Airlines",Nigeria
QO,OGN,"Origin Pacific Airways","New Zealand"
,OED,"Orion Air Charter","South Africa"
,OIX,Orion-x,Russia
,KOV,Orlan-2000,Kazakhstan
,RNG,"Orange Aircraft Leasing",Netherlands
,OAD,"Orscom Tourist Installations Company",Egypt
,OSH,"Osh Avia",Kyrgyzstan
,OCO,"Ostend Air College",Belgium
OL,OLT,"OLT Express Germany",Germany
,ODY,"Odyssey International",Canada
,FNL,"Oulun Tilauslento",Finland
ON,RON,"Our Airline",Nauru
,OOT,"Out Of The Blue Air Safaris","South Africa"
OJ,OLA,"Overland Airways",Nigeria
,OAR,"ONE AIR",Spain
,OXE,Oxaero,"United Kingdom"
,WDK,"Oxford Air Services","United Kingdom"
,OAA,"Oxley Aviation",Australia
OZ,OZR,"Ozark Air Lines","United States"
O7,OZJ,OzJet,Australia
,OSU,"Ohio State University","United States"
,PIP,"Pilot Flight Academy",Norway
,HRS,"Pursuit Aviation","United States"
,PNA,"Palau National Airlines",Palau
,RSL,"Panama Aircraft Rental and Sales",Panama
,PXT,"Pacific Coast Jet","United States"
,BPH,"Phoenix Helicopter Academy","United Kingdom"
,PFY,"Pel-Air Aviation",Australia
,PXR,"Pixair Survey",France
,PNC,"Prince Aviation",Serbia
,PMI,"Primero Transportes Aereos",Mexico
,KTL,"P & P Floss Pick Manufacturers","South Africa"
,PCR,"PAC Air","United States"
PV,PNR,"PAN Air",Spain
9Q,PBA,"PB Air",Thailand
,PDQ,"PDQ Air Charter","United States"
,XAS,"PHH Aviation System","United States"
,PDG,"PLM Dollar Group","United Kingdom"
PU,PUA,PLUNA,Uruguay
U4,PMT,PMTair,Cambodia
,PRP,"PRT Aviation",Spain
OH,JIA,"PSA Airlines","United States"
,KST,"PTL Luftfahrtunternehmen",Germany
,WIS,Paccair,"United States"
Y5,PCE,"Pace Airlines","United States"
,PAB,"Pacific Air Boats",Canada
,PRC,"Pacific Air Charter","United States"
,PAQ,"Pacific Air Express","Solomon Islands"
,PXP,"Pacific Air Transport","United States"
BL,PIC,"Pacific Airlines",Vietnam
,PAK,"Pacific Alaska Airlines","United States"
,PCV,"Pacific Aviation (Australia)",Australia
,PCX,"Pacific Aviation (United States)","United States"
DJ,PBN,"Pacific Blue","New Zealand"
,PQA,"Pacific Coast Airlines","United States"
8P,PCO,"Pacific Coastal Airlines",Canada
Q8,PEC,"Pacific East Asia Cargo Airlines",Philippines
,PFA,"Pacific Flight Services",Singapore
,PIN,"Pacific International Airlines","United States"
,PSA,"Pacific Island Aviation","United States"
,PCJ,"Pacific Jet","United States"
,PPM,"Pacific Pearl Airways",Philippines
,PAR,"Pacific Rim Airways",Australia
LW,NMI,"Pacific Wings","United States"
,PFR,"Pacificair Airlines","United States"
,RCY,"Package Express","United States"
,PAE,"Paisajes Españoles",Spain
,PKW,"Pak West Airlines","United States"
PK,PIA,"Pakistan International Airlines",Pakistan
,PKR,"Pakker Avio",Estonia
,PPC,"Palau Asia Pacific Airlines",Palau
GP,PTP,"Palau Trans Pacific Airlines",Palau
PF,PNW,"Palestinian Airlines",Egypt
,JSP,"Palmer Aviation","United Kingdom"
NR,PIR,"Pamir Airways",Afghanistan
,PFN,"Pan African Air Services","Sierra Leone"
,ODM,"Pan African Airways",Kenya
,PAX,"Pan Air","United States"
,XPA,"Pan Am Weather Systems","United States"
PA,PAA,"Pan American Airways","United States"
,PEA,"Pan Europeenne Air Service",France
,PHT,"Pan Havacilik Ve Ticaret",Turkey
,PMA,"Pan Malaysian Air Transport",Malaysia
,PNF,"Panafrican Airways","Ivory Coast"
,PGI,"Panagra Airways","United States"
,PEI,Panamedia,Spain
,PVI,Panavia,Panama
,PNH,Panh,Russia
,PHU,"Pannon Air Service",Hungary
,PNM,Panorama,Spain
,PAH,"Panorama Air Tour","United States"
,AFD,"Panorama Flight Service","United States"
P8,PTN,"Pantanal Linhas Aéreas",Brazil
,HMP,"Papair Terminal",Haiti
,PAI,"Paradise Airways","United States"
,PDI,"Paradise Island Airways","United States"
,PGX,"Paragon Air Express","United States"
,PGF,"Paragon Global Flight Support","United Kingdom"
,PRR,"Paramount Airlines","Sierra Leone"
I7,PMW,"Paramount Airways",India
,APE,"Parcel Express","United States"
,IRE,"Pariz Air",Iran
,PRA,"Pars Aviation Service",Iran
,PST,Parsa,Panama
,PSC,"Pascan Aviation",Canada
P3,PTB,"Passaredo Transportes Aéreos",Brazil
,PTC,"Patria Cargas Aéreas",Argentina
,BYT,"Patriot Aviation Limited","United Kingdom"
,ETL,"Patterson Aviation Company","United States"
,PHE,"Pawan Hans",India
,IRP,"Payam Air",Iran
,KGC,"Peach Air","United Kingdom"
,PRL,"Pearl Air",Pakistan
,PBY,"Pearl Air Services",Uganda
HP,HPA,"Pearl Airways",Haiti
,PVU,"Peau Vavaʻu",Tonga
,PXA,"Pecotox Air",Moldova
PC,PGT,"Pegasus Airlines",Turkey
,HAK,"Pegasus Helicopters",Norway
,PDF,"Pelican Air Services","South Africa"
,PEX,"Pelican Express","United States"
,PAS,"Pelita Air Service",Indonesia
,PEM,Pem-Air,Canada
,PDY,Pen-Avia,"United Kingdom"
KS,PEN,"Peninsula Airways","United States"
,PNE,"Peninter Aérea",Mexico
,PCA,"Penya De L'Aire",Spain
,CVT,Peran,Kazakhstan
,PCC,"Perforadora Central",Mexico
,PAG,"Perimeter Aviation",Canada
P9,PGP,"Perm Airlines",Russia
,PPQ,"Personas Y Pasquetes Por Air",Mexico
P9,PVN,"Peruvian Airlines",Peru
,FPR,"Peruvian Air Force",Peru
,INP,"Peruvian Navy",Peru
,PEO,"Petro Air",Libya
,PMX,"Petroleos Mexicanos",Mexico
,PHM,"Petroleum Helicopters","United States"
,PHC,"Petroleum Helicopters de Colombia",Colombia
,PTK,"Petropavlovsk-Kamchatsk Air Enterprise",Russia
,PTY,"Petty Transport","United States"
,PHV,"Phenix Aviation",France
,PMY,"Phetchabun Airline",Thailand
Z2,EZD,"Philippines AirAsia",Philippines
PR,PAL,"Philippine Airlines",Philippines
,PHI,"Philips Aviation Services",Netherlands
,BCH,"Phillips Air","United States"
,PDD,"Phillips Alaska","United States"
,PHL,"Phillips Michigan City Flying Service","United States"
,PHB,"Phoebus Apollo Aviation","South Africa"
,KZM,"Phoebus Apolloa Zambia",Zambia
,PHA,"Phoenix Air Group","United States"
,PHN,"Phoenix Air Lines",Brazil
,PAM,"Phoenix Air",Germany
,PPG,"Phoenix Air Transport","United States"
,PHY,"Phoenix Avia",Armenia
,PHG,"Phoenix Aviation",Kyrgyzstan
,XPX,"Phoenix Flight Operations","United States"
9R,VAP,"Phuket Air",Thailand
PI,PDT,"Piedmont Airlines (1948-1989)","United States"
,PCH,"Pilatus Flugzeugwerke",Switzerland
,PLU,"Pilatus PC-12 Center De Mexico",Mexico
,MKS,"Pimichikamac Air",Canada
